datetime,ppt,tmin,tmax
2000-02-02,0.0,-8.696579914093018,-0.9497799897193908
2000-02-03,0.0,-5.090319805145264,7.231199960708619
2000-02-04,0.0,-13.01065990447998,-3.556940035820008
2000-02-05,0.0,-13.841680088043214,-0.9093400013446808
2000-02-06,0.0,-13.982899932861327,-1.5011400294303894
2000-02-07,0.0,-15.613779907226563,3.1138800525665284
2000-02-08,0.0,-15.53926040649414,-0.7043600237369538
2000-02-09,0.0030999999307096,-6.313920125961303,11.965020008087158
2000-02-10,1.6852600240707398,-16.010540409088133,-7.190680179595948
2000-02-11,0.0,-25.586460571289063,-12.317000160217283
2000-02-12,0.5411600077152252,-26.48298027038574,-12.527140064239502
2000-02-13,0.0,-23.29876068115234,-9.416319942474365
2000-02-14,0.459620001912117,-23.147179679870607,-11.284660148620606
2000-02-15,4.830980081558227,-17.721400527954103,-9.182360076904295
2000-02-16,0.0,-18.078720359802247,-9.749300060272216
2000-02-17,0.0,-16.37490009307861,-9.024500236511232
2000-02-18,0.0,-13.524380378723144,-5.568480100631714
2000-02-19,0.0,-18.3192399597168,-8.360580368041992
2000-02-20,0.0,-13.577800273895262,-4.573679895401001
2000-02-21,0.0,-10.20824001312256,2.8313199281692505
2000-02-22,0.0,-8.4273801612854,6.87801996231079
2000-02-23,0.0,-4.214879884719848,11.5830597114563
2000-02-24,0.0,-2.66011992931366,9.812099914550782
2000-02-25,12.08562021255493,1.238140022754669,3.804980020523071
2000-02-26,7.296560106277465,0.4165599989891052,4.311140022277832
2000-02-27,0.0,-3.2781600379943847,4.44017991065979
2000-02-28,0.0,-3.022239985466004,7.495119981765747
2000-02-29,0.0,0.3308400136232375,11.127859973907473
2000-03-01,0.0,-2.68047999382019,4.3993000125885
2000-03-02,0.0,-3.781459965705871,5.155800065994263
2000-03-03,0.0,-3.31474006652832,7.198019886016845
2000-03-04,0.0,-1.971359944343567,13.355940399169922
2000-03-05,0.0,-1.6044400286674498,15.916200065612792
2000-03-06,0.0,0.5577600210905075,19.165399627685545
2000-03-07,0.0,0.2412799972295761,14.379500122070311
2000-03-08,2.550440092086792,-0.2970800077915191,13.622259979248048
2000-03-09,11.547019634246826,-14.145459957122805,1.9412999987602235
2000-03-10,0.0,-14.044280014038089,-5.93803994178772
2000-03-11,0.0,-10.62281991958618,-0.9709600138664244
2000-03-12,0.0,-7.96388014793396,-1.1003000497817994
2000-03-13,0.0,-8.039019966125489,-1.8311600065231324
2000-03-14,0.0,-6.660139951705933,2.459959993362427
2000-03-15,1.1430599689483645,-13.028879947662354,-3.263520092964172
2000-03-16,0.0,-15.99164026260376,-6.949000043869019
2000-03-17,0.0,-11.435820350646972,-4.354559955596923
2000-03-18,0.0,-6.807080183029174,2.1471800422668457
2000-03-19,0.0,-3.548820033073425,10.309579753875733
2000-03-20,0.0,-1.7545799946784972,9.376320266723631
2000-03-21,0.004560000039637,-1.4195400404930114,2.067579979896545
2000-03-22,0.0,-0.885480021238327,9.175920238494871
2000-03-23,0.0,-0.1366400009393692,15.826079978942872
2000-03-24,0.8363000011444092,2.678879990577698,13.11959966659546
2000-03-25,0.0,-0.5993800115585327,10.446319732666016
2000-03-26,0.0,0.1404199957847595,11.147500381469726
2000-03-27,0.0,-0.3654599940776825,10.75654010772705
2000-03-28,0.0,-7.590760097503662,3.868679852485657
2000-03-29,0.0,-6.386639938354492,8.678779888153077
2000-03-30,0.0,-2.067240014076233,12.419040203094482
2000-03-31,0.0,1.1738399863243103,14.56171995162964
2000-04-01,0.0,-2.247799954414368,9.05507974624634
2000-04-02,0.0,-1.6344400024414063,11.139660053253174
2000-04-03,1.6855400252342223,-2.334260005950928,6.810120162963867
2000-04-04,0.0,-5.535740003585816,5.278860130310059
2000-04-05,0.4970799970626831,-3.775459985733032,13.93557996749878
2000-04-06,0.0,-5.123420104980468,11.855540142059327
2000-04-07,0.0,-5.515359859466552,3.31572006225586
2000-04-08,0.0,-4.6610801315307615,5.348200006484985
2000-04-09,0.0,-4.46727988243103,14.941099872589112
2000-04-10,0.0,-3.5501999998092653,5.764039974212647
2000-04-11,4.333220043182373,-7.808779945373535,-1.1019999778270722
2000-04-12,0.0,-6.504880142211914,3.2128400373458867
2000-04-13,0.0,-2.8182599020004275,2.8728400087356567
2000-04-14,1.0571399950981142,-8.011859884262085,10.503539962768556
2000-04-15,0.0,-10.412220306396485,-6.085600023269653
2000-04-16,0.0,-9.5250199508667,-0.6149800097942353
2000-04-17,0.0,-4.919339895248413,5.694340085983277
2000-04-18,4.533640069961548,-2.336219964027405,12.967519874572751
2000-04-19,0.0,-1.3909200191497804,13.023940219879153
2000-04-20,0.0,-3.5843200254440304,9.383980007171631
2000-04-21,0.0,-2.084039957523346,15.344880027770994
2000-04-22,0.0,2.545079975128174,22.63767963409424
