datetime,pr,tmmn,tmmx
2001-12-07,0.0,262.86584655761715,270.36232116699216
2001-12-08,0.0,259.5762451171875,271.65193054199216
2001-12-09,0.0,267.2461669921875,276.7021954345703
2001-12-10,0.0,262.926118774414,274.1422485351562
2001-12-11,0.0,263.42570190429683,270.5123760986328
2001-12-12,0.0,257.95579223632814,269.7321533203125
2001-12-13,0.0,258.2664306640625,268.5218237304687
2001-12-14,0.0,263.6563537597656,273.2823956298828
2001-12-15,0.5298814213275909,265.5863055419922,275.0921185302734
2001-12-16,0.0,265.4263427734375,271.7519592285156
2001-12-17,0.0,265.72654418945314,276.7818359375
2001-12-18,0.0,260.3563354492188,273.7117474365234
2001-12-19,0.0,259.00596313476564,268.2817523193359
2001-12-20,0.0,258.8355731201172,268.8919232177734
2001-12-21,0.0,257.9163940429687,270.7524475097656
2001-12-22,0.9047098684310912,261.5061767578125,267.3618811035156
2001-12-23,0.0,257.32639770507814,265.0719946289062
2001-12-24,0.0,256.4558837890625,265.9418499755859
2001-12-25,0.0,253.61604003906248,261.74180725097654
2001-12-26,0.0,253.65660797119145,269.471693725586
2001-12-27,0.4968339192867279,258.33598022460933,269.7321533203125
2001-12-28,0.0,257.99637023925777,261.7522137451172
2001-12-29,0.5050336754322052,258.4066894531249,264.7022766113281
2001-12-30,0.0,253.345969543457,263.1118225097656
2001-12-31,0.0,253.04392578124995,258.3127807617187
2002-01-01,0.0,253.0041384887695,263.4930908203125
2002-01-02,0.0,253.0943615722656,264.07312561035155
2002-01-03,0.0,257.3546765136719,268.5024774169922
2002-01-04,0.0,261.4545300292969,275.42258239746087
2002-01-05,0.0,264.0338555908203,273.4024407958984
2002-01-06,0.0,258.1744396972656,267.50275207519525
2002-01-07,0.0,260.34442260742185,275.3927362060546
2002-01-08,0.0,271.754365234375,279.6625421142578
2002-01-09,0.0,270.5045483398437,277.63285095214843
2002-01-10,0.0,266.9341137695312,275.3823907470703
2002-01-11,0.0,266.7747308349609,275.58287353515624
2002-01-12,0.0,264.46392944335935,273.8129656982421
2002-01-13,0.0,266.1438305664062,273.68250061035155
2002-01-14,1.2951375365257265,263.7740795898437,272.2730157470703
2002-01-15,0.0,260.4841424560547,267.14310485839843
2002-01-16,0.0,259.88379028320315,269.9028070068359
2002-01-17,0.0,252.7439739990234,263.41315246582025
2002-01-18,0.0,250.09478881835932,265.0728509521484
2002-01-19,0.0,258.8238946533203,269.63306213378905
2002-01-20,0.2841633474826812,261.2547723388672,271.88275695800775
2002-01-21,0.0,264.1146252441406,275.2423760986328
2002-01-22,0.0,256.1747143554687,268.6631829833984
2002-01-23,0.0,252.29425689697263,262.4730889892578
2002-01-24,0.0,258.0041516113281,272.703041381836
2002-01-25,0.0,266.7441723632812,276.8332269287109
2002-01-26,0.0,258.2846691894531,271.1125848388672
2002-01-27,0.0,255.2741864013672,263.2731072998046
2002-01-28,3.16968689918518,252.69413085937495,259.63304443359374
2002-01-29,0.4521606969833374,252.47436645507813,261.3329345703125
2002-01-30,0.0,255.23379638671872,268.4829766845703
2002-01-31,0.0,254.9754022216797,267.2323168945312
2002-02-01,0.0,254.4951266479492,267.05327026367183
2002-02-02,0.1261352348327636,261.17540405273434,271.60315612792965
2002-02-03,0.0,253.6753686523437,267.8624743652344
2002-02-04,0.0,253.6055139160156,270.9133166503906
2002-02-05,0.5687732434272765,259.655601196289,273.8528308105469
2002-02-06,0.0,261.5756146240234,277.4626635742188
2002-02-07,0.0,263.62554138183594,276.81300537109377
2002-02-08,0.902885330915451,265.7955548095703,277.2629565429687
2002-02-09,0.0,259.9255670166015,273.0723333740234
2002-02-10,0.0,258.3755792236328,272.0427618408203
2002-02-11,0.0,265.815581665039,278.39238159179683
2002-02-12,0.0,266.585112915039,275.11311523437496
2002-02-13,0.0,264.30559509277344,278.6230944824219
2002-02-14,0.0,265.4255291748047,276.3929205322265
2002-02-15,0.0,266.265288696289,278.8423223876953
2002-02-16,0.0,267.4153973388672,280.0130786132812
2002-02-17,0.0,266.7051690673828,278.7022875976562
2002-02-18,0.0,269.5453790283203,282.3431158447266
2002-02-19,0.0,267.0151867675781,278.21333496093746
2002-02-20,0.0,265.03512512207027,276.6924914550781
2002-02-21,0.0,264.8451837158203,276.9725512695312
2002-02-22,0.0,268.5757366943359,281.7726611328125
2002-02-23,0.0,266.4854046630859,278.88249389648433
2002-02-24,0.0,258.6055218505859,271.23240844726564
2002-02-25,0.0,256.13571105957027,263.49278442382814
2002-02-26,0.0,255.13549011230467,265.3832263183594
2002-02-27,0.0,255.2155450439453,271.8832159423828
2002-02-28,0.0,252.11389068603515,267.06587524414056
